1.300000000000000000e+01, 2.000000000000000000e+01, 3.533333333333333570e+01
1.300000000000000000e+01, 2.100000000000000000e+01, 3.366666666666666430e+01
1.300000000000000000e+01, 2.200000000000000000e+01, 3.250000000000000000e+01
1.300000000000000000e+01, 2.300000000000000000e+01, 3.100000000000000000e+01
1.300000000000000000e+01, 2.400000000000000000e+01, 2.916666666666666785e+01
1.300000000000000000e+01, 2.500000000000000000e+01, 2.866666666666666785e+01
1.300000000000000000e+01, 2.600000000000000000e+01, 2.633333333333333215e+01
1.300000000000000000e+01, 2.700000000000000000e+01, 2.500000000000000000e+01
1.300000000000000000e+01, 2.800000000000000000e+01, 2.516666666666666785e+01
1.300000000000000000e+01, 2.900000000000000000e+01, 2.466666666666666785e+01
1.300000000000000000e+01, 3.000000000000000000e+01, 2.550000000000000000e+01
1.300000000000000000e+01, 3.100000000000000000e+01, 2.916666666666666785e+01
1.300000000000000000e+01, 3.200000000000000000e+01, 3.233333333333333570e+01
1.300000000000000000e+01, 3.300000000000000000e+01, 3.100000000000000000e+01
1.300000000000000000e+01, 3.400000000000000000e+01, 2.916666666666666785e+01
1.300000000000000000e+01, 3.500000000000000000e+01, 2.583333333333333215e+01
1.300000000000000000e+01, 3.600000000000000000e+01, 2.300000000000000000e+01
1.300000000000000000e+01, 3.700000000000000000e+01, 2.050000000000000000e+01
1.300000000000000000e+01, 3.800000000000000000e+01, 1.933333333333333215e+01
1.300000000000000000e+01, 3.900000000000000000e+01, 1.900000000000000000e+01
1.300000000000000000e+01, 4.000000000000000000e+01, 1.816666666666666785e+01
1.300000000000000000e+01, 4.100000000000000000e+01, 1.850000000000000000e+01
1.300000000000000000e+01, 4.200000000000000000e+01, 2.333333333333333215e+01
1.300000000000000000e+01, 4.300000000000000000e+01, 2.550000000000000000e+01
1.300000000000000000e+01, 4.400000000000000000e+01, 2.400000000000000000e+01
1.300000000000000000e+01, 4.500000000000000000e+01, 2.500000000000000000e+01
1.300000000000000000e+01, 4.600000000000000000e+01, 3.016666666666666785e+01
1.300000000000000000e+01, 4.700000000000000000e+01, 3.383333333333333570e+01
1.300000000000000000e+01, 4.800000000000000000e+01, 3.233333333333333570e+01
1.300000000000000000e+01, 4.900000000000000000e+01, 3.050000000000000000e+01
1.300000000000000000e+01, 5.000000000000000000e+01, 3.183333333333333215e+01
1.300000000000000000e+01, 5.100000000000000000e+01, 3.283333333333333570e+01
1.300000000000000000e+01, 5.200000000000000000e+01, 3.166666666666666785e+01
1.300000000000000000e+01, 5.300000000000000000e+01, 3.133333333333333215e+01
1.300000000000000000e+01, 5.400000000000000000e+01, 3.116666666666666785e+01
1.300000000000000000e+01, 5.500000000000000000e+01, 3.100000000000000000e+01
1.300000000000000000e+01, 5.600000000000000000e+01, 2.983333333333333215e+01
1.300000000000000000e+01, 5.700000000000000000e+01, 2.816666666666666785e+01
1.300000000000000000e+01, 5.800000000000000000e+01, 2.800000000000000000e+01
1.300000000000000000e+01, 5.900000000000000000e+01, 2.500000000000000000e+01
1.300000000000000000e+01, 6.000000000000000000e+01, 1.850000000000000000e+01
1.300000000000000000e+01, 6.100000000000000000e+01, 1.400000000000000000e+01
1.300000000000000000e+01, 6.200000000000000000e+01, 1.033333333333333393e+01
1.300000000000000000e+01, 6.300000000000000000e+01, 9.833333333333333925e+00
1.300000000000000000e+01, 6.400000000000000000e+01, 9.833333333333333925e+00
1.300000000000000000e+01, 6.500000000000000000e+01, 9.666666666666666075e+00
1.300000000000000000e+01, 6.600000000000000000e+01, 9.500000000000000000e+00
1.300000000000000000e+01, 6.700000000000000000e+01, 9.333333333333333925e+00
1.300000000000000000e+01, 6.800000000000000000e+01, 9.166666666666666075e+00
1.300000000000000000e+01, 6.900000000000000000e+01, 9.333333333333333925e+00
1.300000000000000000e+01, 7.000000000000000000e+01, 9.333333333333333925e+00
1.300000000000000000e+01, 7.100000000000000000e+01, 9.333333333333333925e+00
1.300000000000000000e+01, 7.200000000000000000e+01, 9.333333333333333925e+00
1.300000000000000000e+01, 7.300000000000000000e+01, 9.333333333333333925e+00
1.300000000000000000e+01, 7.400000000000000000e+01, 9.333333333333333925e+00
1.300000000000000000e+01, 7.500000000000000000e+01, 9.166666666666666075e+00
1.300000000000000000e+01, 7.600000000000000000e+01, 9.166666666666666075e+00
1.300000000000000000e+01, 7.700000000000000000e+01, 9.166666666666666075e+00
1.300000000000000000e+01, 7.800000000000000000e+01, 9.000000000000000000e+00
1.300000000000000000e+01, 7.900000000000000000e+01, 9.000000000000000000e+00
1.300000000000000000e+01, 8.000000000000000000e+01, 9.000000000000000000e+00
1.300000000000000000e+01, 8.100000000000000000e+01, 9.166666666666666075e+00
1.300000000000000000e+01, 8.200000000000000000e+01, 9.333333333333333925e+00
1.300000000000000000e+01, 8.300000000000000000e+01, 9.333333333333333925e+00
1.300000000000000000e+01, 8.400000000000000000e+01, 9.333333333333333925e+00
1.300000000000000000e+01, 8.500000000000000000e+01, 9.333333333333333925e+00
1.300000000000000000e+01, 8.600000000000000000e+01, 9.166666666666666075e+00
1.300000000000000000e+01, 8.700000000000000000e+01, 9.166666666666666075e+00
1.300000000000000000e+01, 8.800000000000000000e+01, 9.000000000000000000e+00
1.300000000000000000e+01, 8.900000000000000000e+01, 9.000000000000000000e+00
1.300000000000000000e+01, 9.000000000000000000e+01, 8.833333333333333925e+00
1.300000000000000000e+01, 9.100000000000000000e+01, 8.833333333333333925e+00
1.300000000000000000e+01, 9.200000000000000000e+01, 8.833333333333333925e+00
1.300000000000000000e+01, 9.300000000000000000e+01, 8.500000000000000000e+00
1.300000000000000000e+01, 9.400000000000000000e+01, 8.333333333333333925e+00
1.300000000000000000e+01, 9.500000000000000000e+01, 8.000000000000000000e+00
1.300000000000000000e+01, 9.600000000000000000e+01, 7.500000000000000000e+00
1.300000000000000000e+01, 9.700000000000000000e+01, 6.833333333333333037e+00
1.300000000000000000e+01, 9.800000000000000000e+01, 6.166666666666666963e+00
1.300000000000000000e+01, 9.900000000000000000e+01, 5.666666666666666963e+00
1.300000000000000000e+01, 1.000000000000000000e+02, 5.166666666666666963e+00
1.300000000000000000e+01, 1.010000000000000000e+02, 5.166666666666666963e+00
1.300000000000000000e+01, 1.020000000000000000e+02, 5.166666666666666963e+00
1.300000000000000000e+01, 1.030000000000000000e+02, 5.166666666666666963e+00
1.300000000000000000e+01, 1.040000000000000000e+02, 5.166666666666666963e+00
1.300000000000000000e+01, 1.050000000000000000e+02, 5.333333333333333037e+00
1.300000000000000000e+01, 1.060000000000000000e+02, 5.166666666666666963e+00
1.300000000000000000e+01, 1.070000000000000000e+02, 5.166666666666666963e+00
1.300000000000000000e+01, 1.080000000000000000e+02, 5.333333333333333037e+00
1.300000000000000000e+01, 1.090000000000000000e+02, 5.500000000000000000e+00
1.300000000000000000e+01, 1.100000000000000000e+02, 5.666666666666666963e+00
1.300000000000000000e+01, 1.110000000000000000e+02, 5.666666666666666963e+00
1.300000000000000000e+01, 1.120000000000000000e+02, 5.500000000000000000e+00
1.300000000000000000e+01, 1.130000000000000000e+02, 5.500000000000000000e+00
1.300000000000000000e+01, 1.140000000000000000e+02, 5.833333333333333037e+00
1.300000000000000000e+01, 1.150000000000000000e+02, 5.833333333333333037e+00
1.300000000000000000e+01, 1.160000000000000000e+02, 6.000000000000000000e+00
1.300000000000000000e+01, 1.170000000000000000e+02, 6.000000000000000000e+00
1.300000000000000000e+01, 1.180000000000000000e+02, 6.000000000000000000e+00
1.300000000000000000e+01, 1.190000000000000000e+02, 6.000000000000000000e+00
1.300000000000000000e+01, 1.200000000000000000e+02, 6.000000000000000000e+00
1.300000000000000000e+01, 1.210000000000000000e+02, 5.833333333333333037e+00
1.300000000000000000e+01, 1.220000000000000000e+02, 5.833333333333333037e+00
1.300000000000000000e+01, 1.230000000000000000e+02, 5.666666666666666963e+00
1.300000000000000000e+01, 1.240000000000000000e+02, 6.166666666666666963e+00
1.300000000000000000e+01, 1.250000000000000000e+02, 6.833333333333333037e+00
1.300000000000000000e+01, 1.260000000000000000e+02, 7.000000000000000000e+00
1.300000000000000000e+01, 1.270000000000000000e+02, 7.333333333333333037e+00
1.300000000000000000e+01, 1.280000000000000000e+02, 7.500000000000000000e+00
1.300000000000000000e+01, 1.290000000000000000e+02, 7.666666666666666963e+00
1.300000000000000000e+01, 1.300000000000000000e+02, 7.666666666666666963e+00
1.300000000000000000e+01, 1.310000000000000000e+02, 7.666666666666666963e+00
1.300000000000000000e+01, 1.320000000000000000e+02, 7.666666666666666963e+00
1.300000000000000000e+01, 1.330000000000000000e+02, 7.833333333333333037e+00
1.300000000000000000e+01, 1.340000000000000000e+02, 7.833333333333333037e+00
1.300000000000000000e+01, 1.350000000000000000e+02, 8.000000000000000000e+00
1.300000000000000000e+01, 1.360000000000000000e+02, 8.000000000000000000e+00
1.300000000000000000e+01, 1.370000000000000000e+02, 8.000000000000000000e+00
1.300000000000000000e+01, 1.380000000000000000e+02, 7.666666666666666963e+00
1.300000000000000000e+01, 1.390000000000000000e+02, 7.666666666666666963e+00
1.300000000000000000e+01, 1.400000000000000000e+02, 7.666666666666666963e+00
1.300000000000000000e+01, 1.410000000000000000e+02, 7.333333333333333037e+00
1.300000000000000000e+01, 1.420000000000000000e+02, 6.833333333333333037e+00
1.300000000000000000e+01, 1.430000000000000000e+02, 7.333333333333333037e+00
1.300000000000000000e+01, 1.440000000000000000e+02, 7.500000000000000000e+00
1.300000000000000000e+01, 1.450000000000000000e+02, 7.333333333333333037e+00
1.300000000000000000e+01, 1.460000000000000000e+02, 7.166666666666666963e+00
1.300000000000000000e+01, 1.470000000000000000e+02, 7.166666666666666963e+00
1.300000000000000000e+01, 1.480000000000000000e+02, 7.166666666666666963e+00
1.300000000000000000e+01, 1.490000000000000000e+02, 7.333333333333333037e+00
1.300000000000000000e+01, 1.500000000000000000e+02, 7.333333333333333037e+00
1.300000000000000000e+01, 1.510000000000000000e+02, 7.500000000000000000e+00
1.300000000000000000e+01, 1.520000000000000000e+02, 7.333333333333333037e+00
1.300000000000000000e+01, 1.530000000000000000e+02, 7.500000000000000000e+00
1.300000000000000000e+01, 1.540000000000000000e+02, 7.833333333333333037e+00
1.300000000000000000e+01, 1.550000000000000000e+02, 7.833333333333333037e+00
1.300000000000000000e+01, 1.560000000000000000e+02, 7.833333333333333037e+00
1.300000000000000000e+01, 1.570000000000000000e+02, 7.833333333333333037e+00
1.300000000000000000e+01, 1.580000000000000000e+02, 7.833333333333333037e+00
1.300000000000000000e+01, 1.590000000000000000e+02, 7.833333333333333037e+00
1.300000000000000000e+01, 1.600000000000000000e+02, 7.833333333333333037e+00
1.300000000000000000e+01, 1.610000000000000000e+02, 7.833333333333333037e+00
1.300000000000000000e+01, 1.620000000000000000e+02, 7.833333333333333037e+00
1.300000000000000000e+01, 1.630000000000000000e+02, 7.833333333333333037e+00
1.400000000000000000e+01, 0.000000000000000000e+00, 3.816666666666666430e+01
1.400000000000000000e+01, 1.000000000000000000e+00, 3.850000000000000000e+01
1.400000000000000000e+01, 2.000000000000000000e+00, 3.783333333333333570e+01
1.400000000000000000e+01, 3.000000000000000000e+00, 3.516666666666666430e+01
1.400000000000000000e+01, 4.000000000000000000e+00, 3.533333333333333570e+01
1.400000000000000000e+01, 5.000000000000000000e+00, 3.750000000000000000e+01
1.400000000000000000e+01, 6.000000000000000000e+00, 3.800000000000000000e+01
1.400000000000000000e+01, 7.000000000000000000e+00, 3.716666666666666430e+01
1.400000000000000000e+01, 8.000000000000000000e+00, 3.750000000000000000e+01
1.400000000000000000e+01, 9.000000000000000000e+00, 3.833333333333333570e+01
1.400000000000000000e+01, 1.000000000000000000e+01, 3.800000000000000000e+01
1.400000000000000000e+01, 1.100000000000000000e+01, 3.700000000000000000e+01
1.400000000000000000e+01, 1.200000000000000000e+01, 3.583333333333333570e+01
1.400000000000000000e+01, 1.300000000000000000e+01, 3.500000000000000000e+01
1.400000000000000000e+01, 1.400000000000000000e+01, 3.600000000000000000e+01
1.400000000000000000e+01, 1.500000000000000000e+01, 3.783333333333333570e+01
1.400000000000000000e+01, 1.600000000000000000e+01, 3.783333333333333570e+01
1.400000000000000000e+01, 1.700000000000000000e+01, 3.700000000000000000e+01
1.400000000000000000e+01, 1.800000000000000000e+01, 3.483333333333333570e+01
1.400000000000000000e+01, 1.900000000000000000e+01, 3.350000000000000000e+01
1.400000000000000000e+01, 2.000000000000000000e+01, 3.533333333333333570e+01
1.400000000000000000e+01, 2.100000000000000000e+01, 3.283333333333333570e+01
1.400000000000000000e+01, 2.200000000000000000e+01, 2.666666666666666785e+01
1.400000000000000000e+01, 2.300000000000000000e+01, 2.350000000000000000e+01
1.400000000000000000e+01, 2.400000000000000000e+01, 2.400000000000000000e+01
1.400000000000000000e+01, 2.500000000000000000e+01, 2.516666666666666785e+01
1.400000000000000000e+01, 2.600000000000000000e+01, 2.700000000000000000e+01
1.400000000000000000e+01, 2.700000000000000000e+01, 3.216666666666666430e+01
1.400000000000000000e+01, 2.800000000000000000e+01, 3.350000000000000000e+01
1.400000000000000000e+01, 2.900000000000000000e+01, 3.283333333333333570e+01
1.400000000000000000e+01, 3.000000000000000000e+01, 3.483333333333333570e+01
1.400000000000000000e+01, 3.100000000000000000e+01, 3.533333333333333570e+01
1.400000000000000000e+01, 3.200000000000000000e+01, 3.433333333333333570e+01
1.400000000000000000e+01, 3.300000000000000000e+01, 3.316666666666666430e+01
1.400000000000000000e+01, 3.400000000000000000e+01, 3.350000000000000000e+01
1.400000000000000000e+01, 3.500000000000000000e+01, 3.300000000000000000e+01
1.400000000000000000e+01, 3.600000000000000000e+01, 2.933333333333333215e+01
1.400000000000000000e+01, 3.700000000000000000e+01, 2.783333333333333215e+01
1.400000000000000000e+01, 3.800000000000000000e+01, 2.683333333333333215e+01
1.400000000000000000e+01, 3.900000000000000000e+01, 2.400000000000000000e+01
1.400000000000000000e+01, 4.000000000000000000e+01, 1.916666666666666785e+01
1.400000000000000000e+01, 4.100000000000000000e+01, 1.683333333333333215e+01
1.400000000000000000e+01, 4.200000000000000000e+01, 1.700000000000000000e+01
1.400000000000000000e+01, 4.300000000000000000e+01, 1.733333333333333215e+01
1.400000000000000000e+01, 4.400000000000000000e+01, 2.066666666666666785e+01
1.400000000000000000e+01, 4.500000000000000000e+01, 2.416666666666666785e+01
1.400000000000000000e+01, 4.600000000000000000e+01, 3.033333333333333215e+01
1.400000000000000000e+01, 4.700000000000000000e+01, 3.366666666666666430e+01
1.400000000000000000e+01, 4.800000000000000000e+01, 3.033333333333333215e+01
1.400000000000000000e+01, 4.900000000000000000e+01, 2.533333333333333215e+01
1.400000000000000000e+01, 5.000000000000000000e+01, 2.833333333333333215e+01
1.400000000000000000e+01, 5.100000000000000000e+01, 3.200000000000000000e+01
1.400000000000000000e+01, 5.200000000000000000e+01, 2.900000000000000000e+01
1.400000000000000000e+01, 5.300000000000000000e+01, 2.600000000000000000e+01
1.400000000000000000e+01, 5.400000000000000000e+01, 2.400000000000000000e+01
1.400000000000000000e+01, 5.500000000000000000e+01, 2.166666666666666785e+01
1.400000000000000000e+01, 5.600000000000000000e+01, 1.933333333333333215e+01
1.400000000000000000e+01, 5.700000000000000000e+01, 1.666666666666666785e+01
1.400000000000000000e+01, 5.800000000000000000e+01, 1.633333333333333215e+01
1.400000000000000000e+01, 5.900000000000000000e+01, 1.566666666666666607e+01
1.400000000000000000e+01, 6.000000000000000000e+01, 1.233333333333333393e+01
1.400000000000000000e+01, 6.100000000000000000e+01, 1.050000000000000000e+01
1.400000000000000000e+01, 6.200000000000000000e+01, 9.833333333333333925e+00
1.400000000000000000e+01, 6.300000000000000000e+01, 9.500000000000000000e+00
1.400000000000000000e+01, 6.400000000000000000e+01, 9.333333333333333925e+00
1.400000000000000000e+01, 6.500000000000000000e+01, 9.333333333333333925e+00
1.400000000000000000e+01, 6.600000000000000000e+01, 9.166666666666666075e+00
1.400000000000000000e+01, 6.700000000000000000e+01, 9.166666666666666075e+00
1.400000000000000000e+01, 6.800000000000000000e+01, 9.000000000000000000e+00
1.400000000000000000e+01, 6.900000000000000000e+01, 9.000000000000000000e+00
1.400000000000000000e+01, 7.000000000000000000e+01, 9.000000000000000000e+00
1.400000000000000000e+01, 7.100000000000000000e+01, 9.166666666666666075e+00
1.400000000000000000e+01, 7.200000000000000000e+01, 9.166666666666666075e+00
1.400000000000000000e+01, 7.300000000000000000e+01, 9.166666666666666075e+00
1.400000000000000000e+01, 7.400000000000000000e+01, 9.166666666666666075e+00
1.400000000000000000e+01, 7.500000000000000000e+01, 9.166666666666666075e+00
1.400000000000000000e+01, 7.600000000000000000e+01, 9.166666666666666075e+00
1.400000000000000000e+01, 7.700000000000000000e+01, 9.000000000000000000e+00
1.400000000000000000e+01, 7.800000000000000000e+01, 9.000000000000000000e+00
1.400000000000000000e+01, 7.900000000000000000e+01, 9.000000000000000000e+00
1.400000000000000000e+01, 8.000000000000000000e+01, 9.000000000000000000e+00
1.400000000000000000e+01, 8.100000000000000000e+01, 9.000000000000000000e+00
1.400000000000000000e+01, 8.200000000000000000e+01, 9.166666666666666075e+00
1.400000000000000000e+01, 8.300000000000000000e+01, 9.333333333333333925e+00
1.400000000000000000e+01, 8.400000000000000000e+01, 9.333333333333333925e+00
1.400000000000000000e+01, 8.500000000000000000e+01, 9.166666666666666075e+00
1.400000000000000000e+01, 8.600000000000000000e+01, 9.166666666666666075e+00
1.400000000000000000e+01, 8.700000000000000000e+01, 9.166666666666666075e+00
1.400000000000000000e+01, 8.800000000000000000e+01, 9.000000000000000000e+00
1.400000000000000000e+01, 8.900000000000000000e+01, 9.000000000000000000e+00
1.400000000000000000e+01, 9.000000000000000000e+01, 8.833333333333333925e+00
1.400000000000000000e+01, 9.100000000000000000e+01, 8.833333333333333925e+00
1.400000000000000000e+01, 9.200000000000000000e+01, 8.666666666666666075e+00
1.400000000000000000e+01, 9.300000000000000000e+01, 8.333333333333333925e+00
1.400000000000000000e+01, 9.400000000000000000e+01, 8.000000000000000000e+00
1.400000000000000000e+01, 9.500000000000000000e+01, 7.500000000000000000e+00
1.400000000000000000e+01, 9.600000000000000000e+01, 6.833333333333333037e+00
1.400000000000000000e+01, 9.700000000000000000e+01, 6.333333333333333037e+00
1.400000000000000000e+01, 9.800000000000000000e+01, 5.666666666666666963e+00
1.400000000000000000e+01, 9.900000000000000000e+01, 5.333333333333333037e+00
1.400000000000000000e+01, 1.000000000000000000e+02, 5.166666666666666963e+00
1.400000000000000000e+01, 1.010000000000000000e+02, 5.166666666666666963e+00
1.400000000000000000e+01, 1.020000000000000000e+02, 5.166666666666666963e+00
1.400000000000000000e+01, 1.030000000000000000e+02, 5.166666666666666963e+00
1.400000000000000000e+01, 1.040000000000000000e+02, 5.166666666666666963e+00
1.400000000000000000e+01, 1.050000000000000000e+02, 5.166666666666666963e+00
1.400000000000000000e+01, 1.060000000000000000e+02, 5.166666666666666963e+00
1.400000000000000000e+01, 1.070000000000000000e+02, 5.166666666666666963e+00
1.400000000000000000e+01, 1.080000000000000000e+02, 5.333333333333333037e+00
1.400000000000000000e+01, 1.090000000000000000e+02, 5.500000000000000000e+00
1.400000000000000000e+01, 1.100000000000000000e+02, 5.500000000000000000e+00
1.400000000000000000e+01, 1.110000000000000000e+02, 5.500000000000000000e+00
1.400000000000000000e+01, 1.120000000000000000e+02, 5.833333333333333037e+00
1.400000000000000000e+01, 1.130000000000000000e+02, 6.000000000000000000e+00
1.400000000000000000e+01, 1.140000000000000000e+02, 6.000000000000000000e+00
1.400000000000000000e+01, 1.150000000000000000e+02, 6.000000000000000000e+00
1.400000000000000000e+01, 1.160000000000000000e+02, 6.000000000000000000e+00
1.400000000000000000e+01, 1.170000000000000000e+02, 6.000000000000000000e+00
1.400000000000000000e+01, 1.180000000000000000e+02, 6.000000000000000000e+00
1.400000000000000000e+01, 1.190000000000000000e+02, 6.000000000000000000e+00
1.400000000000000000e+01, 1.200000000000000000e+02, 5.833333333333333037e+00
1.400000000000000000e+01, 1.210000000000000000e+02, 5.500000000000000000e+00
1.400000000000000000e+01, 1.220000000000000000e+02, 5.666666666666666963e+00
1.400000000000000000e+01, 1.230000000000000000e+02, 6.333333333333333037e+00
1.400000000000000000e+01, 1.240000000000000000e+02, 6.833333333333333037e+00
1.400000000000000000e+01, 1.250000000000000000e+02, 7.000000000000000000e+00
1.400000000000000000e+01, 1.260000000000000000e+02, 7.166666666666666963e+00
1.400000000000000000e+01, 1.270000000000000000e+02, 7.333333333333333037e+00
1.400000000000000000e+01, 1.280000000000000000e+02, 7.500000000000000000e+00
1.400000000000000000e+01, 1.290000000000000000e+02, 7.833333333333333037e+00
1.400000000000000000e+01, 1.300000000000000000e+02, 7.833333333333333037e+00
1.400000000000000000e+01, 1.310000000000000000e+02, 7.833333333333333037e+00
1.400000000000000000e+01, 1.320000000000000000e+02, 7.666666666666666963e+00
1.400000000000000000e+01, 1.330000000000000000e+02, 7.666666666666666963e+00
1.400000000000000000e+01, 1.340000000000000000e+02, 7.833333333333333037e+00
1.400000000000000000e+01, 1.350000000000000000e+02, 8.000000000000000000e+00
1.400000000000000000e+01, 1.360000000000000000e+02, 8.000000000000000000e+00
1.400000000000000000e+01, 1.370000000000000000e+02, 7.833333333333333037e+00
1.400000000000000000e+01, 1.380000000000000000e+02, 7.833333333333333037e+00
1.400000000000000000e+01, 1.390000000000000000e+02, 7.666666666666666963e+00
1.400000000000000000e+01, 1.400000000000000000e+02, 7.166666666666666963e+00
1.400000000000000000e+01, 1.410000000000000000e+02, 6.833333333333333037e+00
1.400000000000000000e+01, 1.420000000000000000e+02, 7.166666666666666963e+00
1.400000000000000000e+01, 1.430000000000000000e+02, 7.666666666666666963e+00
1.400000000000000000e+01, 1.440000000000000000e+02, 7.500000000000000000e+00
1.400000000000000000e+01, 1.450000000000000000e+02, 7.166666666666666963e+00
1.400000000000000000e+01, 1.460000000000000000e+02, 7.166666666666666963e+00
1.400000000000000000e+01, 1.470000000000000000e+02, 7.166666666666666963e+00
1.400000000000000000e+01, 1.480000000000000000e+02, 7.333333333333333037e+00
1.400000000000000000e+01, 1.490000000000000000e+02, 7.500000000000000000e+00
1.400000000000000000e+01, 1.500000000000000000e+02, 7.500000000000000000e+00
1.400000000000000000e+01, 1.510000000000000000e+02, 7.500000000000000000e+00
1.400000000000000000e+01, 1.520000000000000000e+02, 7.666666666666666963e+00
1.400000000000000000e+01, 1.530000000000000000e+02, 7.833333333333333037e+00
1.400000000000000000e+01, 1.540000000000000000e+02, 8.000000000000000000e+00
1.400000000000000000e+01, 1.550000000000000000e+02, 8.000000000000000000e+00
1.400000000000000000e+01, 1.560000000000000000e+02, 7.833333333333333037e+00
1.400000000000000000e+01, 1.570000000000000000e+02, 7.833333333333333037e+00
1.400000000000000000e+01, 1.580000000000000000e+02, 7.833333333333333037e+00
1.400000000000000000e+01, 1.590000000000000000e+02, 8.000000000000000000e+00
1.400000000000000000e+01, 1.600000000000000000e+02, 8.000000000000000000e+00
1.400000000000000000e+01, 1.610000000000000000e+02, 8.000000000000000000e+00
1.400000000000000000e+01, 1.620000000000000000e+02, 7.833333333333333037e+00
1.400000000000000000e+01, 1.630000000000000000e+02, 7.666666666666666963e+00
1.500000000000000000e+01, 0.000000000000000000e+00, 3.950000000000000000e+01
1.500000000000000000e+01, 1.000000000000000000e+00, 3.716666666666666430e+01
1.500000000000000000e+01, 2.000000000000000000e+00, 3.550000000000000000e+01
1.500000000000000000e+01, 3.000000000000000000e+00, 3.716666666666666430e+01
1.500000000000000000e+01, 4.000000000000000000e+00, 3.850000000000000000e+01
1.500000000000000000e+01, 5.000000000000000000e+00, 3.866666666666666430e+01
1.500000000000000000e+01, 6.000000000000000000e+00, 3.816666666666666430e+01
1.500000000000000000e+01, 7.000000000000000000e+00, 3.800000000000000000e+01
1.500000000000000000e+01, 8.000000000000000000e+00, 3.833333333333333570e+01
1.500000000000000000e+01, 9.000000000000000000e+00, 3.833333333333333570e+01
1.500000000000000000e+01, 1.000000000000000000e+01, 3.800000000000000000e+01
1.500000000000000000e+01, 1.100000000000000000e+01, 3.600000000000000000e+01
1.500000000000000000e+01, 1.200000000000000000e+01, 3.716666666666666430e+01
1.500000000000000000e+01, 1.300000000000000000e+01, 3.833333333333333570e+01
1.500000000000000000e+01, 1.400000000000000000e+01, 3.750000000000000000e+01
1.500000000000000000e+01, 1.500000000000000000e+01, 3.716666666666666430e+01
1.500000000000000000e+01, 1.600000000000000000e+01, 3.700000000000000000e+01
1.500000000000000000e+01, 1.700000000000000000e+01, 3.566666666666666430e+01
1.500000000000000000e+01, 1.800000000000000000e+01, 3.216666666666666430e+01
1.500000000000000000e+01, 1.900000000000000000e+01, 2.883333333333333215e+01
1.500000000000000000e+01, 2.000000000000000000e+01, 2.866666666666666785e+01
1.500000000000000000e+01, 2.100000000000000000e+01, 2.650000000000000000e+01
1.500000000000000000e+01, 2.200000000000000000e+01, 2.516666666666666785e+01
1.500000000000000000e+01, 2.300000000000000000e+01, 2.550000000000000000e+01
1.500000000000000000e+01, 2.400000000000000000e+01, 2.916666666666666785e+01
1.500000000000000000e+01, 2.500000000000000000e+01, 3.183333333333333215e+01
1.500000000000000000e+01, 2.600000000000000000e+01, 3.383333333333333570e+01
1.500000000000000000e+01, 2.700000000000000000e+01, 3.550000000000000000e+01
1.500000000000000000e+01, 2.800000000000000000e+01, 3.500000000000000000e+01
1.500000000000000000e+01, 2.900000000000000000e+01, 3.566666666666666430e+01
1.500000000000000000e+01, 3.000000000000000000e+01, 3.600000000000000000e+01
1.500000000000000000e+01, 3.100000000000000000e+01, 3.566666666666666430e+01
1.500000000000000000e+01, 3.200000000000000000e+01, 3.533333333333333570e+01
1.500000000000000000e+01, 3.300000000000000000e+01, 3.466666666666666430e+01
1.500000000000000000e+01, 3.400000000000000000e+01, 3.350000000000000000e+01
1.500000000000000000e+01, 3.500000000000000000e+01, 3.000000000000000000e+01
1.500000000000000000e+01, 3.600000000000000000e+01, 2.516666666666666785e+01
1.500000000000000000e+01, 3.700000000000000000e+01, 2.383333333333333215e+01
1.500000000000000000e+01, 3.800000000000000000e+01, 2.250000000000000000e+01
1.500000000000000000e+01, 3.900000000000000000e+01, 2.066666666666666785e+01
1.500000000000000000e+01, 4.000000000000000000e+01, 2.033333333333333215e+01
1.500000000000000000e+01, 4.100000000000000000e+01, 2.050000000000000000e+01
1.500000000000000000e+01, 4.200000000000000000e+01, 1.716666666666666785e+01
1.500000000000000000e+01, 4.300000000000000000e+01, 1.550000000000000000e+01
1.500000000000000000e+01, 4.400000000000000000e+01, 1.766666666666666785e+01
1.500000000000000000e+01, 4.500000000000000000e+01, 2.066666666666666785e+01
1.500000000000000000e+01, 4.600000000000000000e+01, 2.683333333333333215e+01
1.500000000000000000e+01, 4.700000000000000000e+01, 2.850000000000000000e+01
1.500000000000000000e+01, 4.800000000000000000e+01, 2.383333333333333215e+01
1.500000000000000000e+01, 4.900000000000000000e+01, 2.283333333333333215e+01
1.500000000000000000e+01, 5.000000000000000000e+01, 2.533333333333333215e+01
1.500000000000000000e+01, 5.100000000000000000e+01, 2.400000000000000000e+01
1.500000000000000000e+01, 5.200000000000000000e+01, 1.866666666666666785e+01
1.500000000000000000e+01, 5.300000000000000000e+01, 1.566666666666666607e+01
1.500000000000000000e+01, 5.400000000000000000e+01, 1.500000000000000000e+01
1.500000000000000000e+01, 5.500000000000000000e+01, 1.300000000000000000e+01
1.500000000000000000e+01, 5.600000000000000000e+01, 1.183333333333333393e+01
1.500000000000000000e+01, 5.700000000000000000e+01, 1.166666666666666607e+01
1.500000000000000000e+01, 5.800000000000000000e+01, 1.133333333333333393e+01
1.500000000000000000e+01, 5.900000000000000000e+01, 1.100000000000000000e+01
